name,min megahertz,max megahertz,min megabytes,max megabytes,mem_level:portal2,min megatexels,max megatexels,gpu_mem_level:portal2,mat_triplebuffered:portal2,min_processor_count,max_processor_count,cpu_level:portal2,VendorID,MinDeviceID,MaxDeviceID,m_nDriverVersion_BuildHigh,m_nDriverVersion_BuildLow,m_nDriverVersion_Vista_BuildHigh,m_nDriverVersion_Vista_BuildLow,MakeMeLast,Laptop:base,MinDxLevel:base,MaxDxLevel:base,DxLevel:base,CentroidHack:base,NoUserClipPlanes:base,PreferZPrepass:base,DisableShaderOptimizations:base,SuppressPixelShaderCentroidHackFixup:base,PreferTexturesInHWMemory:base,PreferHardwareSync:base,Unsupported:portal2,DefaultRes:portal2,DefaultResHeight:portal2,gpu_level:portal2,mat_antialias:portal2,mat_forceaniso:portal2,mat_grain_scale_override:portal2,mat_tonemapping_occlusion_use_stencil:portal2,mat_vsync:portal2,videoconfig_version:portal2
90,,,,,,,,,,,,,,,,,,,,,,90,90,90,0,0,0,,,0,1,,800,600,0,,,1,0,1,
92,,,,,,,,,,,,,,,,,,,,,,90,92,92,0,0,0,,,0,1,,1024,768,1,,,1,0,1,
95,,,,,,,,,,,,,,,,,,,,,,90,95,95,0,0,0,,,0,1,,1024,768,2,,,1,0,1,
97,,,,,,,,,,,,,,,,,,,,,,97,97,97,0,0,1,,,0,0,,1280,1024,3,,4,1,0,1,
98,,,,,,,,,,,,,,,,,,,,,,98,98,98,0,0,1,,,0,0,,1280,1024,3,,4,1,0,1,
100,,,,,,,,,,,,,,,,,,,,,,92,100,100,0,0,0,,,0,1,,1600,1200,3,4,4,1,0,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,0,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memory [0-1024),,,0,1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memory [1024-1536),,,1200,1800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memory [1536-),,,1800,65535,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [0-128),,,,,,0,140,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [128-256),,,,,,140,300,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [256-infinity),,,,,,300,530,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vid mem [512-infinity),,,,,,530,65535,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpu_level_0,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
cpu_level_1,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
cpu_level 2,,,,,,,,,,3,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Card/dxlevel specific stuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,0x1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro 4000,,,,,,,,,,,,,0x10de,0x06dd,0x06dd,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA GeForce 9400,,,,,,,,,,,,,0x10de,0x06e0,0x06e0,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA GeForce 9300 GS,,,,,,,,,,,,,0x10de,0x06e1,0x06e1,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA GeForce 8400,,,,,,,,,,,,,0x10de,0x06e2,0x06e4,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9300M GS,,,,,,,,,,,,,0x10de,0x06e5,0x06e5,12,6658,12,6658,,1,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA GeForce G100,,,,,,,,,,,,,0x10de,0x06e6,0x06e6,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,4,1,,,
NVIDIA GeForce 9300,,,,,,,,,,,,,0x10de,0x06e7,0x06e7,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA GeForce 9200M,,,,,,,,,,,,,0x10de,0x06e8,0x06e8,12,6658,12,6658,,1,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA GeForce 9300M,,,,,,,,,,,,,0x10de,0x06e9,0x06e9,12,6658,12,6658,,1,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA Quadro NVS 150M,,,,,,,,,,,,,0x10de,0x06ea,0x06ea,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA Quadro NVS 160M,,,,,,,,,,,,,0x10de,0x06eb,0x06eb,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce G 105M,,,,,,,,,,,,,0x10de,0x06ec,0x06ec,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9500,,,,,,,,,,,,,0x10de,0x06ed,0x06ed,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA GeForce 9600,,,,,,,,,,,,,0x10de,0x06ee,0x06ee,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,4,1,,,
NVIDIA GeForce G103M,,,,,,,,,,,,,0x10de,0x06ef,0x06ef,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,4,1,,,
NVIDIA GeForce G105M,,,,,,,,,,,,,0x10de,0x06f1,0x06f1,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,4,1,,,
NVIDIA Quadro NVS 420,,,,,,,,,,,,,0x10de,0x06f8,0x06f8,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,4,1,,,
NVIDIA Quadro FX 370,,,,,,,,,,,,,0x10de,0x06f9,0x06f9,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,4,1,,,
NVIDIA Quadro NVS 450,,,,,,,,,,,,,0x10de,0x06fa,0x06fa,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,4,1,,,
NVIDIA Quadro FX 370M,,,,,,,,,,,,,0x10de,0x06fb,0x06fb,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA Quadro NVS 295,,,,,,,,,,,,,0x10de,0x06fd,0x06fd,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,4,1,,,
NVIDIA GeForce 7150,,,,,,,,,,,,,0x10de,0x07e0,0x07e0,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA GeForce 7100,,,,,,,,,,,,,0x10de,0x07e1,0x07e1,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA GeForce 7050,,,,,,,,,,,,,0x10de,0x07e2,0x07e3,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA GeForce 7100,,,,,,,,,,,,,0x10de,0x07e5,0x07e5,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA GeForce 9100M,,,,,,,,,,,,,0x10de,0x0844,0x0844,12,6658,12,6658,,1,,,,,,,,,,,,1024,768,0,2,4,1,,,
NVIDIA GeForce 8200M,,,,,,,,,,,,,0x10de,0x0845,0x0845,12,6658,12,6658,,1,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9100,,,,,,,,,,,,,0x10de,0x0847,0x0847,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 8300,,,,,,,,,,,,,0x10de,0x0848,0x0848,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA GeForce 8200,,,,,,,,,,,,,0x10de,0x0849,0x0849,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA nForce 730a,,,,,,,,,,,,,0x10de,0x084a,0x084a,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 8200,,,,,,,,,,,,,0x10de,0x084b,0x084b,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA nForce 780a SLI,,,,,,,,,,,,,0x10de,0x084c,0x084c,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA nForce 750a SLI,,,,,,,,,,,,,0x10de,0x084d,0x084d,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 8100,,,,,,,,,,,,,0x10de,0x084f,0x084f,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA GeForce 9300,,,,,,,,,,,,,0x10de,0x0860,0x0860,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9400,,,,,,,,,,,,,0x10de,0x0861,0x0861,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9400M,,,,,,,,,,,,,0x10de,0x0862,0x0863,12,6658,12,6658,,1,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9300,,,,,,,,,,,,,0x10de,0x0864,0x0865,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9400M,,,,,,,,,,,,,0x10de,0x0866,0x0866,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9400,,,,,,,,,,,,,0x10de,0x0867,0x0867,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA nForce 760i SLI,,,,,,,,,,,,,0x10de,0x0868,0x0868,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9400,,,,,,,,,,,,,0x10de,0x0869,0x086a,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9300,,,,,,,,,,,,,0x10de,0x086c,0x086c,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9200,,,,,,,,,,,,,0x10de,0x086d,0x086d,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9100M,,,,,,,,,,,,,0x10de,0x086e,0x086e,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 8200M,,,,,,,,,,,,,0x10de,0x086f,0x086f,12,6658,12,6658,,1,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA GeForce 9400M,,,,,,,,,,,,,0x10de,0x0870,0x0870,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 9200,,,,,,,,,,,,,0x10de,0x0871,0x0871,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce G102M,,,,,,,,,,,,,0x10de,0x0873,0x0873,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,2,4,1,,,
NVIDIA ION,,,,,,,,,,,,,0x10de,0x0874,0x0874,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA ION,,,,,,,,,,,,,0x10de,0x0876,0x0876,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA Quadro FX 470,,,,,,,,,,,,,0x10de,0x087a,0x087a,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,3,2,4,1,,,
NVIDIA ION,,,,,,,,,,,,,0x10de,0x087d,0x087f,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA GeForce 320M,,,,,,,,,,,,,0x10de,0x08a0,0x08a0,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,3,2,4,1,,,
NVIDIA GeForce GT 220,,,,,,,,,,,,,0x10de,0x0a20,0x0a20,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 330M,,,,,,,,,,,,,0x10de,0x0a21,0x0a21,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,2,4,4,1,,,
NVIDIA GeForce 315,,,,,,,,,,,,,0x10de,0x0a22,0x0a22,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce 210,,,,,,,,,,,,,0x10de,0x0a23,0x0a23,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 230M,,,,,,,,,,,,,0x10de,0x0a28,0x0a28,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 330M,,,,,,,,,,,,,0x10de,0x0a29,0x0a29,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 230M,,,,,,,,,,,,,0x10de,0x0a2a,0x0a2a,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 330M,,,,,,,,,,,,,0x10de,0x0a2b,0x0a2b,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA NVS 5100M,,,,,,,,,,,,,0x10de,0x0a2c,0x0a2c,12,6658,12,6658,,,,,,,,,,,,,,800,600,1,0,0,1,,,
NVIDIA GeForce GT 320M,,,,,,,,,,,,,0x10de,0x0a2d,0x0a2d,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 240M,,,,,,,,,,,,,0x10de,0x0a34,0x0a34,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 325M,,,,,,,,,,,,,0x10de,0x0a35,0x0a35,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA Quadro FX 880M,,,,,,,,,,,,,0x10de,0x0a3c,0x0a3c,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,0,2,4,1,,,
NVIDIA GeForce G210,,,,,,,,,,,,,0x10de,0x0a60,0x0a60,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce 205,,,,,,,,,,,,,0x10de,0x0a62,0x0a62,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce 310,,,,,,,,,,,,,0x10de,0x0a63,0x0a63,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA ION,,,,,,,,,,,,,0x10de,0x0a64,0x0a64,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA GeForce 210,,,,,,,,,,,,,0x10de,0x0a65,0x0a65,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce 310,,,,,,,,,,,,,0x10de,0x0a66,0x0a66,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce 315,,,,,,,,,,,,,0x10de,0x0a67,0x0a67,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce G105M,,,,,,,,,,,,,0x10de,0x0a68,0x0a69,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,3,2,4,1,,,
NVIDIA NVS 2100M,,,,,,,,,,,,,0x10de,0x0a6a,0x0a6a,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,3,2,4,1,,,
NVIDIA NVS 3100M,,,,,,,,,,,,,0x10de,0x0a6c,0x0a6c,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,3,2,4,1,,,
NVIDIA ION,,,,,,,,,,,,,0x10de,0x0a6f,0x0a6f,12,6658,12,6658,,,,,,,,,,,,,,800,600,0,0,0,1,,,
NVIDIA GeForce 310M,,,,,,,,,,,,,0x10de,0x0a70,0x0a70,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,3,2,4,1,,,
NVIDIA GeForce 310M,,,,,,,,,,,,,0x10de,0x0a72,0x0a72,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,3,2,4,1,,,
NVIDIA GeForce G210M,,,,,,,,,,,,,0x10de,0x0a74,0x0a74,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,3,2,4,1,,,
NVIDIA GeForce 310M,,,,,,,,,,,,,0x10de,0x0a75,0x0a75,12,6658,12,6658,,,,,,,,,,,,,,1280,1024,3,2,4,1,,,
NVIDIA ION,,,,,,,,,,,,,0x10de,0x0a76,0x0a76,12,6658,12,6658,,,,,,,,,,,,,1,800,600,0,0,0,1,,,
NVIDIA Quadro FX 380 LP,,,,,,,,,,,,,0x10de,0x0a78,0x0a78,12,6658,12,6658,,,,,,,,,,,,,,800,600,1,0,0,1,,,
NVIDIA Quadro FX 380M,,,,,,,,,,,,,0x10de,0x0a7c,0x0a7c,12,6658,12,6658,,,,,,,,,,,,,,800,600,1,0,0,1,,,
NVIDIA GeForce GT 330,,,,,,,,,,,,,0x10de,0x0ca0,0x0ca0,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 320,,,,,,,,,,,,,0x10de,0x0ca2,0x0ca2,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 240,,,,,,,,,,,,,0x10de,0x0ca3,0x0ca3,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 340,,,,,,,,,,,,,0x10de,0x0ca4,0x0ca4,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 220,,,,,,,,,,,,,0x10de,0x0ca5,0x0ca5,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 330,,,,,,,,,,,,,0x10de,0x0ca7,0x0ca7,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTS 250M,,,,,,,,,,,,,0x10de,0x0ca9,0x0ca9,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 335M,,,,,,,,,,,,,0x10de,0x0caf,0x0caf,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTS 350M,,,,,,,,,,,,,0x10de,0x0cb0,0x0cb0,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTS 360M,,,,,,,,,,,,,0x10de,0x0cb1,0x0cb1,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA Quadro FX 1800M,,,,,,,,,,,,,0x10de,0x0cbc,0x0cbc,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 440,,,,,,,,,,,,,0x10de,0x0dc0,0x0dc0,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTS 450,,,,,,,,,,,,,0x10de,0x0dc4,0x0dc6,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 555M,,,,,,,,,,,,,0x10de,0x0dce,0x0dce,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 460M,,,,,,,,,,,,,0x10de,0x0dd1,0x0dd1,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 445M,,,,,,,,,,,,,0x10de,0x0dd2,0x0dd2,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA Quadro 2000,,,,,,,,,,,,,0x10de,0x0dd8,0x0dd8,12,6658,12,6658,,,,,,,,,,,,,,1600,1200,1,1,1,1,,,
NVIDIA GeForce GT 440,,,,,,,,,,,,,0x10de,0x0de0,0x0de0,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 430,,,,,,,,,,,,,0x10de,0x0de1,0x0de1,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 425M,,,,,,,,,,,,,0x10de,0x0df0,0x0df0,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 420M,,,,,,,,,,,,,0x10de,0x0df1,0x0df1,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 435M,,,,,,,,,,,,,0x10de,0x0df2,0x0df2,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 540M,,,,,,,,,,,,,0x10de,0x0df4,0x0df4,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 550M,,,,,,,,,,,,,0x10de,0x0df6,0x0df6,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA Quadro 600,,,,,,,,,,,,,0x10de,0x0df8,0x0df8,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 460,,,,,,,,,,,,,0x10de,0x0e22,0x0e24,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 470M,,,,,,,,,,,,,0x10de,0x0e30,0x0e30,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 485M,,,,,,,,,,,,,0x10de,0x0e31,0x0e31,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GT 520,,,,,,,,,,,,,0x10de,0x1040,0x1040,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTX 580,,,,,,,,,,,,,0x10de,0x1080,0x1080,12,6658,12,6658,,,,,,,,,,,,,,2560,1600,3,4,4,1,,,
NVIDIA GeForce GTX 570,,,,,,,,,,,,,0x10de,0x1081,0x1081,12,6658,12,6658,,,,,,,,,,,,,,2560,1600,3,4,4,1,,,
NVIDIA GeForce GTX 570,,,,,,,,,,,,,0x10de,0x1086,0x1086,12,6658,12,6658,,,,,,,,,,,,,,2560,1600,3,4,4,1,,,
NVIDIA GeForce GTX 590,,,,,,,,,,,,,0x10de,0x1088,0x1088,12,6658,12,6658,,,,,,,,,,,,,,2560,1600,3,4,4,1,,,
NVIDIA GeForce 8400,,,,,,,,,,,,,0x10de,0x10c3,0x10c3,12,6658,12,6658,,,,,,,,,,,,,,1024,768,0,0,1,1,,,
NVIDIA GeForce 8600,,,,,,,,,,,,,0x10de,0x10de,0x10de,12,6658,12,6658,,,,,,,,,,,,,,1024,768,1,0,1,1,,,
NVIDIA GeForce GTX 560,,,,,,,,,,,,,0x10de,0x1200,0x1201,12,6658,12,6658,,,,,,,,,,,,,,2560,1600,3,2,4,1,,,
NVIDIA GeForce GTX 550,,,,,,,,,,,,,0x10de,0x1244,0x1244,12,6658,12,6658,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
NVIDIA GeForce GTS 450,,,,,,,,,,,,,0x10de,0x1245,0x1245,,,,,,,,,,,,,,,,,,1900,1200,3,4,4,1,,,
Intel Unknown,,,,,,,,,,,,,0x8086,0x0000,0xffff,,,,,1,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel HD Graphics,,,,,,,,,,,,,0x8086,0x0042,0x0042,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel HD Graphics,,,,,,,,,,,,,0x8086,0x0046,0x0046,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel HD Graphics 2000 (DT Sandy Bridge GT1),,,,,,,,,,,,,0x8086,0x0102,0x0102,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel HD Graphics 2000 (Mobile Sandy Bridge GT1),,,,,,,,,,,,,0x8086,0x0106,0x0106,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel HD Graphics 2000 (Sandy Bridge Server),,,,,,,,,,,,,0x8086,0x010a,0x010a,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel HD Graphics 3000 (DT Sandy Bridge GT2),,,,,,,,,,,,,0x8086,0x0112,0x0112,,,,,,,92,92,92,,,,,,,,,1280,1024,0,0,1,1,1,,
Intel HD Graphics 3000 (Mobile Sandy Bridge GT2),,,,,,,,,,,,,0x8086,0x0116,0x0116,,,,,,,92,92,92,,,,,,,,,1280,1024,0,0,1,1,1,,
Intel HD Graphics 3000 (DT Sandy Bridge GT2+),,,,,,,,,,,,,0x8086,0x0122,0x0122,,,,,,,92,92,92,,,,,,,,,1280,1024,0,0,1,1,1,,
Intel HD Graphics 3000 (Mobile Sandy Bridge GT2+),,,,,,,,,,,,,0x8086,0x0126,0x0126,,,,,,,92,92,92,,,,,,,,,1280,1024,0,0,1,1,1,,
Intel 815,,,,,,,,,,,,,0x8086,0x1132,0x1132,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel 845,,,,,,,,,,,,,0x8086,0x2562,0x2562,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel Graphics Media Accelerator 900,,,,,,,,,,,,,0x8086,0x2582,0x2582,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel Graphics Media Accelerator 900,,,,,,,,,,,,,0x8086,0x2592,0x2592,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel Graphics Media Accelerator 950,,,,,,,,,,,,,0x8086,0x2772,0x2772,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel Graphics Media Accelerator 950,,,,,,,,,,,,,0x8086,0x2776,0x2776,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel Graphics Media Accelerator 900,,,,,,,,,,,,,0x8086,0x2782,0x2782,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel Graphics Media Accelerator 900,,,,,,,,,,,,,0x8086,0x2792,0x2792,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel Graphics Media Accelerator 950,,,,,,,,,,,,,0x8086,0x27a2,0x27a2,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel Graphics Media Accelerator 950,,,,,,,,,,,,,0x8086,0x27a6,0x27a6,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Mobile Intel 945 Express,,,,,,,,,,,,,0x8086,0x27ae,0x27ae,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
Intel Graphics Media Accelerator 3000,,,,,,,,,,,,,0x8086,0x2972,0x2973,,,,,,,92,92,92,,,,,,,,,1024,768,0,0,1,1,1,,
